COM,part_cadres_20,part_cadres_14,part_diplome_20,part_diplome_14,P20_POP,P14_POP,delta_elec,delta_score,score_2014,score_2020,croissance_pop,delta_pct_diplome,delta_pct_cadres,log_med_13
22222,0.034144790662995174,0.044802867383512544,0.20131339997628003,0.16196236559139784,4560.0,4464.0,1.0,-11.160000000000004,50.24,39.08,0.02127739844728538,0.03935103438488219,-0.01065807672051737,9.93365824014211
22278,0.06847740689891899,0.06370295249386661,0.24130295810062316,0.21227229742121506,44166.0,45207.0,1.0,4.920000000000002,54.97,59.89,-0.02329667979950223,0.0290306606794081,0.004774454405052378,9.840038293010133
22282,0.03298832643721069,0.025253545007285806,0.21907482024892663,0.1757578563293622,3313.0,3431.9999999999936,-1.0,13.96,44.29,58.25,-0.03528905830795459,0.04331696391956444,0.0077347814299248835,9.988288154228593
22339,0.05467829378375526,0.05335781567214317,0.21264105528891541,0.19075419102791233,2521.0,2286.0,0.0,3.3900000000000006,49.15,52.54,0.09785208283316393,0.021886864261003086,0.0013204781116120876,9.93090814811212
22343,0.09132295190129208,0.09695021943948896,0.3554330731467709,0.2984974361897505,3701.0,3639.0,-1.0,13.939999999999998,40.61,54.55,0.016894134773995262,0.05693563695702042,-0.005627267538196881,10.034223374525181
23096,0.05925257712423449,0.052478872610720824,0.21432556790441576,0.16739252537127347,12697.99999999999,13341.999999999998,-1.0,-18.760000000000005,54.45,35.69,-0.0494724535390656,0.04693304253314229,0.0067737045135136675,9.834700017109142
24037,0.03978192290290451,0.037953087015120415,0.20028454558670886,0.1681585539802812,26359.999999999996,27764.0,0.0,-7.030000000000001,46.09,39.06,-0.05189250784303212,0.03212599160642765,0.0018288358877840971,9.789926840312962
24067,0.01747988526725403,0.030987818576859918,0.13305422247834367,0.1113471070741947,2595.0,2704.0,0.0,-9.350000000000001,57.79,48.44,-0.04114564156286615,0.021707115404148963,-0.01350793330960589,9.80447720220303
24322,0.0655111241139486,0.062494604376054856,0.23850470837488927,0.2053261604445388,29255.000000000004,30068.999999999996,1.0,-10.159999999999997,50.72,40.56,-0.027444241470638175,0.033178547930350466,0.0030165197378937483,9.808819666417046
24352,0.031073525705119887,0.03949913471398553,0.1418733729626333,0.12073097560631829,3837.0,4058.0,1.0,-15.729999999999997,52.75,37.02,-0.05599943013880804,0.021142397356315012,-0.008425609008865641,9.808737215990318
25056,0.0911341003617096,0.08751706485222119,0.25843776339900515,0.23754222127564595,118258.0,116690.0,0.0,-3.549999999999997,47.39,43.84,0.013347832542601523,0.0208955421233592,0.0036170355094884143,9.823438892463926
25580,0.032113493404462456,0.033414445384352356,0.15361365705553567,0.13001513807169027,10897.00000000001,9970.000000000002,0.0,2.0999999999999943,51.45,53.55,0.0889069380210028,0.023598518983845407,-0.0013009519798899,9.752955318231582
26045,0.05545746541362669,0.07551919446192579,0.25471660565645166,0.2190056639395848,1656.0,1698.0,0.0,0.8100000000000023,52.91,53.72,-0.02504603192608723,0.03571094171686687,-0.020061729048299094,9.885521570906572
26058,0.06310707029145118,0.058836143615708096,0.22288574560536514,0.1921416903740155,19814.000000000025,19591.0,0.0,1.8900000000000006,50.92,52.81,0.011318481444943629,0.030744055231349654,0.004270926675743088,9.872847916404016
26064,0.09094450062835065,0.09237795558237095,0.2678284955235859,0.22951118929592157,6839.0,6880.0,-1.0,-10.170000000000002,54.53,44.36,-0.005977129829291883,0.03831730622766433,-0.0014334549540203079,9.983640144282077
26113,0.05870020964360587,0.04269237098454774,0.2840670859538784,0.22455664553083818,4770.0,4516.0,1.0,13.46,37.19,50.65,0.05471965861283401,0.05951044042304024,0.01600783865905813,9.808444003849235
26165,0.04862762048843743,0.044896195671352314,0.1797060730494921,0.15803070041172193,9254.0,8927.000000000022,0.0,-19.47,55.08,35.61,0.03597549828758062,0.02167537263777017,0.003731424817085119,9.882893612234378
26235,0.03454510754536838,0.03899628828574825,0.1601653194887108,0.13913208501861596,13707.999999999996,13071.000000000002,0.0,-21.439999999999998,60.14,38.7,0.04758356820894605,0.021033234470094836,-0.0044511807403798676,9.823740634445873
26281,0.047168791852352364,0.04792071909924523,0.19258094593749767,0.17148674567398786,32817.99999999999,33366.0,0.0,7.220000000000006,46.3,53.52,-0.016560272080523575,0.021094200263509805,-0.0007519272468928667,9.77017973740077
26301,0.051205855032153004,0.059232384140009295,0.2100207465068789,0.17358857881212175,4294.0,3922.999999999992,0.0,-4.609999999999999,48.11,43.5,0.09036203222917649,0.036432167694757156,-0.008026529107856291,9.900683625203394
27229,0.057822704051989464,0.05749286681716237,0.19059320732250387,0.17197006372497903,46868.99999999999,49460.99999999999,0.0,-0.7700000000000031,51.74,50.97,-0.0538280041492758,0.018623143597524844,0.00032983723482709476,9.72873726123849
27275,0.0512249711720098,0.04037399065023375,0.13634975442947095,0.12452188695282618,6833.0,7059.0,-1.0,7.539999999999999,53.32,60.86,-0.03253958261469414,0.011827867476644771,0.010850980521776056,9.787972775767749
27284,0.036143576314910976,0.036800873730633225,0.13036581455469926,0.11623649650818318,11863.000000000013,11369.000000000004,0.0,-1.6499999999999986,57.72,56.07,0.04253395953199757,0.01412931804651607,-0.0006572974157222494,9.835761735139863
28088,0.029837656080936085,0.030105755211717152,0.13207891786253603,0.11434535191011944,12949.0,13263.999999999996,1.0,21.09,30.12,51.21,-0.024035033306235576,0.017733565952416597,-0.00026809913078106734,9.778906462378743
28134,0.04179985030857842,0.03389780584587947,0.1367988666026485,0.12441335529049673,30743.999999999993,31190.999999999993,0.0,10.659999999999997,48.1,58.76,-0.014434738401400082,0.012385511312151778,0.007902044462698952,9.684460516733758
28218,0.03567026427375721,0.03241496795509714,0.1406853937298361,0.11275026932995108,15525.0,16240.000000000007,-1.0,1.5899999999999963,49.38,50.97,-0.04502570691398944,0.02793512439988502,0.0032552963186600684,9.778377741493284
28229,0.06492765386393856,0.05032986932391744,0.18323563942965185,0.1516653036204844,11186.0,10557.999999999996,0.0,5.479999999999997,45.13,50.61,0.05777912999797152,0.03157033580916746,0.01459778454002112,9.821789308551622
29019,0.08870473785674383,0.08012287686093854,0.2544592605823465,0.22308691580406761,139456.0,139384.00000000003,0.0,-3.009999999999998,52.71,49.7,0.0005164252015514847,0.03137234477827891,0.008581860995805296,9.854868025981183
29031,0.061621621621621624,0.07751392431214885,0.28540540540540543,0.23979736409088412,4625.0,4246.0,0.0,0.4099999999999966,50.67,51.08,0.08549900768332463,0.045608041314521314,-0.015892302690527223,9.993815645359994
29039,0.05819138838844056,0.047233879275263686,0.23780257516090172,0.1899212127989587,20208.999999999996,19199.000000000004,0.0,-11.25,55.8,44.55,0.051269855392090946,0.047881362361943014,0.010957509113176875,9.908922755026067
29042,0.046971022524302616,0.04603271539873233,0.2184479669248809,0.17244122659888092,7360.00000000001,7619.000000000013,0.0,-16.629999999999995,51.97,35.34,-0.03458519475008792,0.04600674032599997,0.0009383071255702896,9.915824185862096
29046,0.05023433340479586,0.04807952584119446,0.23417527899532378,0.1931023706537274,13956.0,14483.0,0.0,-1.3800000000000026,58.57,57.19,-0.03706602449419094,0.04107290834159638,0.0021548075636014033,9.87680128727362
29105,0.03114930515438316,0.039515685195376994,0.193976184526847,0.17358282883874518,9203.999999999987,9085.0,0.0,9.450000000000003,42.79,52.24,0.013013470324983345,0.020393355688101827,-0.008366380040993833,9.876047836777348
29135,0.054432451738329654,0.042173098097168495,0.2485421176863269,0.20584082552614588,3980.0,4008.0,0.0,-5.399999999999999,49.53,44.13,-0.007010544486217185,0.04270129216018101,0.01225935364116116,9.9845626940993
